开启青少年智慧的150个创意故事,宿春礼 杜延起,http://dushu.qq.com/intro.html?bid=131732,69242340,69242340,1432
择天记,猫腻,http://chuangshi.qq.com/bk/xh/357735.html,21444969,26228376,10136
圣墟,辰东,https://book.qidian.com/info/1004608738,18662700,17826400,348540
斗战狂潮,骷髅精灵,https://book.qidian.com/info/1003694333,17566900,11814500,538888
一念永恒,耳根,https://book.qidian.com/info/1003354631,16463400,16473599,218884
青帝,荆柯守,http://chuangshi.qq.com/bk/xx/227536.html,13845117,8748503,6952
欢乐颂（第二季）,阿耐,http://dushu.qq.com/intro.html?bid=194777,10053762,10053762,11608
欢乐颂第一季,阿耐,http://dushu.qq.com/intro.html?bid=181770,9491891,9491891,2658
联盟之谁与争锋,乱,http://chuangshi.qq.com/bk/yx/216351.html,9049553,15664982,844
大官人,三戒大师,http://chuangshi.qq.com/bk/ls/216350.html,8933812,6126354,2492
不朽凡人,鹅是老五,https://book.qidian.com/info/1003307568,8822600,7284600,11508
余罪,常书欣,http://chuangshi.qq.com/bk/qc/215913.html,8777084,5947523,1996
大明武夫,特别白,http://chuangshi.qq.com/bk/ls/238171.html,8073648,5504148,2692
斗罗大陆III龙王传说,唐家三少,https://book.qidian.com/info/3681560,7872500,8158900,90252
鬼藏人（天黑莫上山，夜半鬼藏人）,李达,http://dushu.qq.com/intro.html?bid=320607,7735018,7735018,42933
冠军之光,林海听涛,http://chuangshi.qq.com/bk/ty/316686.html,7625918,2717430,900
飞剑问道,我吃西红柿,https://book.qidian.com/info/1010468795,7063600,12254200,729616
萌萌山海经,肥面包,http://chuangshi.qq.com/bk/xh/238196.html,6899928,3465290,4064
修真聊天群,圣骑士的传说,https://book.qidian.com/info/3602691,6628700,10674000,157840
俗人回档,庚不让,http://chuangshi.qq.com/bk/ds/321098.html,6282953,2174312,22280
